ITERATION_COUNT = 1000
NEURAL_COUNT = 20
NUM_OF_GENE = 500
NUM_OF_INPUT_DIMENSION = 3
mutation_prob = 0.100
crossover_prob = 0.600
theta_value = 1.000
random_noise_size_normalized = 0.100
random_noise_size_non_normalized = 0.200
finish_threshold = 50.000
0,1727.4800
1,1474.9803
2,1009.6428
3,1200.4620
4,1611.8130
5,733.1326
6,1076.7770
7,682.5712
8,1285.0325
9,672.3909
10,1169.0337
11,880.2820
12,1542.5087
13,1207.3075
14,1295.9692
15,1142.9467
16,1128.3843
17,968.7408
18,808.9158
19,800.7786
20,999.7129
21,1000.8421
22,1226.1191
23,1384.8290
24,1370.7849
25,1340.8828
26,1469.2333
27,723.0230
28,703.1068
29,610.3270
30,1382.8367
31,613.9943
32,1324.1981
33,1216.4269
34,1248.1461
35,1305.0767
36,1229.5764
37,1189.1815
38,1349.7946
39,1136.2283
40,1286.2268
41,1646.1132
42,1148.8745
43,1024.4292
44,862.2063
45,665.7048
46,1162.0667
47,743.4838
48,683.2842
49,1049.0856
50,1196.9089
51,569.5546
52,682.3820
53,540.0774
54,773.1381
55,791.5204
56,1004.5101
57,721.6824
58,1200.5377
59,585.7360
60,836.2898
61,747.5626
62,912.4282
63,842.9284
64,1143.4098
65,675.4626
66,1228.3623
67,1236.9757
68,886.2385
69,1031.9902
70,1347.8309
71,1419.3124
72,866.5828
73,1381.5978
74,1005.7131
75,1311.2483
76,1279.0072
77,1143.3944
78,1113.1652
79,1199.4904
80,861.7409
81,855.2283
82,981.1047
83,1151.6954
84,1156.1940
85,990.9705
86,794.2309
87,790.3234
88,1194.3318
89,1161.4399
90,1316.2463
91,895.1462
92,1196.9200
93,904.9434
94,1080.5677
95,843.5205
96,953.5236
97,748.5112
98,836.1817
99,559.0704
100,751.3729
101,920.4048
102,993.7238
103,567.9031
104,423.0028
105,596.6193
106,592.6180
107,838.0717
108,581.3683
109,460.2662
110,502.3677
111,611.5829
112,490.7615
113,642.6053
114,741.4674
115,917.2540
116,711.0931
117,633.1967
118,774.9152
119,390.2240
120,483.2132
121,352.1884
122,396.8698
123,626.8036
124,665.3817
125,611.0167
126,514.0331
127,539.2570
128,641.5186
129,709.3530
130,563.2374
131,573.3793
132,543.7890
133,509.6163
134,456.1738
135,560.9558
136,583.7579
137,618.7203
138,675.9456
139,593.0474
140,640.1444
141,535.1218
142,579.4231
143,536.5478
144,472.6933
145,494.1554
146,591.7783
147,557.0624
148,608.6236
149,520.4685
150,437.8784
151,437.5012
152,491.6382
153,400.9823
154,421.5650
155,426.4830
156,440.7881
157,545.1797
158,576.4673
159,497.6476
160,615.4489
161,547.8279
162,513.8312
163,618.6210
164,618.6525
165,509.6839
166,452.3767
167,598.3153
168,655.5672
169,621.2507
170,597.0342
171,543.9653
172,631.1583
173,643.1571
174,552.5765
175,625.8614
176,596.1373
177,546.9310
178,626.8347
179,614.1635
180,588.6082
181,568.7441
182,518.5396
183,524.6209
184,626.5410
185,626.1890
186,501.9156
187,565.9518
188,430.0171
189,442.2242
190,407.2962
191,463.6477
192,493.5260
193,456.2009
194,493.8621
195,523.4591
196,417.1603
197,352.0954
198,425.7670
199,406.0109
200,388.5098
201,443.0733
202,469.4964
203,553.6794
204,396.3669
205,332.8639
206,376.0883
207,309.1623
208,387.0983
209,369.2130
210,371.2870
211,458.6971
212,493.5664
213,571.8776
214,494.3648
215,453.4394
216,390.1654
217,483.9795
218,496.8549
219,499.9983
220,339.7208
221,447.3801
