ITERATION_COUNT = 1000
NEURAL_COUNT = 20
NUM_OF_GENE = 500
NUM_OF_INPUT_DIMENSION = 3
mutation_prob = 0.100
crossover_prob = 0.500
theta_value = 1.000
random_noise_size_normalized = 0.100
random_noise_size_non_normalized = 0.200
finish_threshold = 50.000
0,1505.7197
1,1532.3445
2,1658.6342
3,1186.1538
4,1248.2369
5,1649.1881
6,1418.0563
7,1437.1833
8,1165.8134
9,1081.4287
10,874.7540
11,696.2413
12,672.3948
13,938.0995
14,1377.1646
15,1207.1945
16,883.2684
17,1527.1542
18,1404.3395
19,887.9094
20,1041.5071
21,802.1733
22,1212.5886
23,866.0679
24,1094.4834
25,1143.4297
26,990.3876
27,1138.4907
28,945.5374
29,1374.9011
30,1460.0496
31,1165.2494
32,1340.0721
33,914.7084
34,894.7426
35,1195.1559
36,1112.0950
37,1018.4216
38,1019.9918
39,821.1443
40,681.7366
41,893.2902
42,939.1977
43,1054.5797
44,554.5422
45,1169.4503
46,1298.8123
47,1211.9261
48,855.6839
49,990.3279
50,1062.9683
51,1106.6199
52,722.4736
53,1339.4261
54,955.0754
55,897.0558
56,1238.9310
57,1260.5774
58,1007.5331
59,1007.5331
60,1020.6597
61,1297.2386
62,1041.9553
63,869.7332
64,821.1628
65,1059.8992
66,889.9169
67,1121.7581
68,955.4988
69,1070.0074
70,1016.6385
71,962.9304
72,1009.2466
73,1039.9946
74,686.6637
75,913.7046
76,639.9332
77,889.3129
78,1101.8677
79,1198.1615
80,1026.8344
81,781.2810
82,962.2377
83,524.4949
84,838.8376
85,706.1574
86,930.5862
87,683.0322
88,632.9723
89,715.5641
90,589.4423
91,790.0576
92,702.9728
93,485.4661
94,833.6967
95,803.3435
96,487.5714
97,510.6743
98,640.8483
99,710.1539
100,674.1216
101,663.8903
102,716.0789
103,655.6147
104,695.5897
105,743.8443
106,780.9840
107,614.1405
108,900.6519
109,731.8513
110,740.2108
111,870.6100
112,760.3337
113,602.6135
114,655.7217
115,776.0284
116,824.4446
117,783.2533
118,639.8002
119,835.2266
120,767.9023
121,637.0641
122,634.6859
123,597.5421
124,639.5707
125,568.2720
126,775.6065
127,773.5481
128,697.0383
129,671.5818
130,595.9214
131,665.6522
132,720.3914
133,710.4406
134,739.2000
135,707.2839
136,733.7148
137,748.6531
138,764.6995
139,718.1757
140,682.1614
141,707.9757
142,636.8096
143,617.3487
144,679.2174
145,649.6900
146,637.6806
147,722.6773
148,694.8045
149,689.1742
150,662.4623
151,618.5698
152,599.4649
153,706.7779
154,565.3520
155,687.5932
156,570.1115
157,584.7940
158,540.2626
159,573.5354
160,599.1035
161,549.7737
162,500.1336
163,552.2924
164,548.5134
165,554.2147
166,595.7887
167,562.8488
168,527.4456
169,500.2857
170,513.8879
171,494.9604
172,473.6751
173,574.9951
174,428.9441
175,510.4524
176,497.1225
177,448.0443
178,405.6353
179,511.2278
180,589.9668
181,546.6921
182,552.1467
183,524.5799
184,506.5118
185,399.6596
186,361.7916
187,325.0745
188,347.5603
189,335.8723
190,516.2670
191,397.1826
192,422.1136
193,365.4554
194,350.9985
195,506.8486
196,475.6520
197,451.0023
198,347.6517
199,344.2712
200,326.6031
201,315.2096
202,352.9294
203,439.1214
204,354.2291
205,347.5294
206,448.5377
207,451.0744
208,502.1979
209,451.2504
210,387.0157
211,453.2196
212,469.3335
213,428.5719
214,469.9017
215,397.8460
216,371.2680
217,341.8624
218,392.7582
219,374.1363
220,320.3465
221,375.3856
222,252.1627
223,294.9313
224,301.2073
225,302.1397
226,303.9631
227,297.1126
228,275.8392
229,280.7045
230,260.9679
231,279.6678
232,269.2875
233,294.5140
234,276.4390
235,266.4343
236,320.3321
237,285.3873
238,284.4664
239,307.5893
240,296.0932
241,345.6368
